630.000000,-326.000000,15118.000000,-53.000000,-17.000000,-33.000000,21.000000,96.000000,34.000000, -63527448, -63527447
626.000000,-340.000000,15230.000000,-53.000000,-19.000000,-30.000000,22.000000,91.000000,43.000000, -63527434, -63527433
656.000000,-268.000000,15198.000000,-53.000000,-17.000000,-32.000000,27.000000,95.000000,47.000000, -63527422, -63527421
548.000000,-308.000000,15284.000000,-53.000000,-19.000000,-27.000000,19.000000,90.000000,41.000000, -63527410, -63527409
646.000000,-332.000000,15154.000000,-53.000000,-18.000000,-29.000000,26.000000,87.000000,49.000000, -63527398, -63527398
624.000000,-328.000000,15274.000000,-54.000000,-18.000000,-32.000000,22.000000,91.000000,40.000000, -63527385, -63527384
694.000000,-274.000000,15208.000000,-51.000000,-17.000000,-31.000000,25.000000,88.000000,47.000000, -63527373, -63527372
674.000000,-342.000000,15228.000000,-55.000000,-17.000000,-31.000000,23.000000,92.000000,44.000000, -63527362, -63527361
632.000000,-320.000000,15268.000000,-53.000000,-18.000000,-30.000000,20.000000,88.000000,40.000000, -63527350, -63527349
596.000000,-336.000000,15242.000000,-52.000000,-21.000000,-28.000000,21.000000,85.000000,41.000000, -63527338, -63527338
580.000000,-314.000000,15248.000000,-53.000000,-19.000000,-31.000000,22.000000,86.000000,45.000000, -63527325, -63527324
640.000000,-310.000000,15210.000000,-49.000000,-20.000000,-29.000000,18.000000,86.000000,43.000000, -63527313, -63527312
640.000000,-318.000000,15222.000000,-54.000000,-21.000000,-31.000000,26.000000,92.000000,41.000000, -63527301, -63527300
600.000000,-284.000000,15182.000000,-53.000000,-19.000000,-29.000000,23.000000,90.000000,39.000000, -63527290, -63527289
582.000000,-364.000000,15244.000000,-54.000000,-18.000000,-33.000000,25.000000,84.000000,45.000000, -63527278, -63527277
600.000000,-326.000000,15256.000000,-53.000000,-20.000000,-32.000000,22.000000,93.000000,38.000000, -63527264, -63527263
634.000000,-346.000000,15188.000000,-52.000000,-17.000000,-30.000000,25.000000,95.000000,45.000000, -63527253, -63527252
608.000000,-312.000000,15196.000000,-53.000000,-18.000000,-28.000000,25.000000,91.000000,45.000000, -63527241, -63527240
550.000000,-304.000000,15244.000000,-52.000000,-18.000000,-30.000000,26.000000,90.000000,41.000000, -63527230, -63527229
658.000000,-368.000000,15222.000000,-52.000000,-17.000000,-29.000000,26.000000,85.000000,37.000000, -63527218, -63527218
640.000000,-324.000000,15296.000000,-50.000000,-18.000000,-32.000000,25.000000,93.000000,45.000000, -63527205, -63527204
588.000000,-290.000000,15298.000000,-55.000000,-19.000000,-31.000000,22.000000,91.000000,43.000000, -63527193, -63527192
642.000000,-338.000000,15256.000000,-52.000000,-18.000000,-29.000000,23.000000,90.000000,39.000000, -63527182, -63527181
620.000000,-370.000000,15258.000000,-54.000000,-19.000000,-31.000000,25.000000,91.000000,40.000000, -63527170, -63527169
646.000000,-318.000000,15298.000000,-53.000000,-19.000000,-32.000000,23.000000,90.000000,46.000000, -63527159, -63527158
628.000000,-368.000000,15294.000000,-53.000000,-20.000000,-28.000000,27.000000,84.000000,52.000000, -63527147, -63527146
582.000000,-330.000000,15178.000000,-52.000000,-20.000000,-32.000000,25.000000,91.000000,43.000000, -63527133, -63527133
624.000000,-230.000000,15310.000000,-54.000000,-19.000000,-31.000000,26.000000,92.000000,41.000000, -63527122, -63527121
620.000000,-314.000000,15346.000000,-52.000000,-22.000000,-32.000000,31.000000,95.000000,45.000000, -63527110, -63527110
622.000000,-336.000000,15246.000000,-53.000000,-20.000000,-32.000000,18.000000,86.000000,45.000000, -63527099, -63527098
628.000000,-366.000000,15250.000000,-51.000000,-21.000000,-32.000000,20.000000,86.000000,38.000000, -63527087, -63527087
662.000000,-280.000000,15264.000000,-52.000000,-19.000000,-35.000000,22.000000,86.000000,45.000000, -63527074, -63527073
630.000000,-308.000000,15250.000000,-54.000000,-17.000000,-31.000000,22.000000,95.000000,35.000000, -63527062, -63527061
704.000000,-266.000000,15180.000000,-51.000000,-19.000000,-30.000000,22.000000,98.000000,38.000000, -63527051, -63527050
580.000000,-310.000000,15220.000000,-52.000000,-19.000000,-31.000000,28.000000,90.000000,46.000000, -63527039, -63527038
668.000000,-272.000000,15280.000000,-52.000000,-18.000000,-31.000000,27.000000,82.000000,40.000000, -63527027, -63527026
