27.000000,98.000000,16208.000000,-22.000000,-8.000000,-13.000000,-1322.000000,-4744.000000,3878.000000, -62621029, -62621028,0.010987,0.000831,0.001183,0.999985,0.005493,0.000419,0.000589
51.000000,34.000000,16304.000000,-20.000000,-8.000000,-13.000000,-1290.000000,-4778.000000,4220.000000, -62620925, -62620924,0.003177,0.005474,0.003546,0.999993,0.001584,0.002740,0.001769
25.000000,44.000000,16285.000000,-22.000000,-8.000000,-11.000000,-1064.000000,-4949.000000,4002.000000, -62620823, -62620823,-0.000323,0.007518,0.004710,0.999990,-0.000170,0.003759,0.002356
37.000000,22.000000,16346.000000,-22.000000,-9.000000,-13.000000,-1354.000000,-4778.000000,4002.000000, -62620722, -62620721,-0.003579,0.009472,0.005904,0.999983,-0.001804,0.004731,0.002960
1.000000,76.000000,16150.000000,-22.000000,-7.000000,-13.000000,-935.000000,-4539.000000,3847.000000, -62620620, -62620619,-0.006664,0.011328,0.007084,0.999972,-0.003352,0.005652,0.003561
57.000000,34.000000,16306.000000,-21.000000,-8.000000,-12.000000,-1257.000000,-4676.000000,3816.000000, -62620519, -62620518,-0.009500,0.013077,0.008248,0.999959,-0.004777,0.006519,0.004155
73.000000,30.000000,16296.000000,-20.000000,-7.000000,-12.000000,-1193.000000,-4744.000000,3878.000000, -62620417, -62620416,-0.012131,0.014719,0.009423,0.999943,-0.006100,0.007331,0.004756
49.000000,78.000000,16293.000000,-21.000000,-6.000000,-12.000000,-1096.000000,-4812.000000,3940.000000, -62620316, -62620315,-0.014608,0.016207,0.010581,0.999926,-0.007346,0.008064,0.005349
27.000000,80.000000,16239.000000,-21.000000,-8.000000,-13.000000,-1225.000000,-4778.000000,3909.000000, -62620214, -62620213,-0.016878,0.017627,0.011763,0.999908,-0.008490,0.008763,0.005955
45.000000,30.000000,16279.000000,-22.000000,-8.000000,-13.000000,-1064.000000,-4778.000000,4002.000000, -62620113, -62620112,-0.019021,0.018779,0.012940,0.999889,-0.009571,0.009327,0.006559
49.000000,20.000000,16332.000000,-22.000000,-8.000000,-11.000000,-1225.000000,-4539.000000,3754.000000, -62620011, -62620010,-0.021013,0.020025,0.014107,0.999869,-0.010576,0.009937,0.007158
39.000000,56.000000,16302.000000,-22.000000,-8.000000,-12.000000,-1193.000000,-4676.000000,3940.000000, -62619910, -62619909,-0.022966,0.021161,0.015297,0.999848,-0.011563,0.010491,0.007769
83.000000,56.000000,16289.000000,-21.000000,-7.000000,-13.000000,-1419.000000,-4915.000000,3723.000000, -62619808, -62619807,-0.024740,0.022267,0.016472,0.999826,-0.012460,0.011030,0.008373
15.000000,94.000000,16267.000000,-22.000000,-7.000000,-11.000000,-967.000000,-4437.000000,3940.000000, -62619706, -62619706,-0.026406,0.023202,0.017639,0.999805,-0.013304,0.011483,0.008971
69.000000,62.000000,16245.000000,-21.000000,-8.000000,-12.000000,-1032.000000,-4983.000000,3940.000000, -62619605, -62619604,-0.027970,0.024080,0.018830,0.999784,-0.014096,0.011906,0.009582
57.000000,58.000000,16227.000000,-22.000000,-7.000000,-13.000000,-1161.000000,-4881.000000,4064.000000, -62619503, -62619503,-0.029468,0.024992,0.020016,0.999762,-0.014857,0.012346,0.010190
9.000000,68.000000,16289.000000,-22.000000,-8.000000,-12.000000,-1064.000000,-4778.000000,3909.000000, -62619402, -62619401,-0.030742,0.025768,0.021196,0.999741,-0.015505,0.012718,0.010794
43.000000,72.000000,16245.000000,-23.000000,-9.000000,-11.000000,-903.000000,-4812.000000,3878.000000, -62619301, -62619300,-0.032009,0.026525,0.022398,0.999719,-0.016150,0.013080,0.011409
69.000000,56.000000,16364.000000,-22.000000,-7.000000,-13.000000,-1161.000000,-4778.000000,3692.000000, -62619199, -62619198,-0.033178,0.027207,0.023556,0.999698,-0.016746,0.013405,0.012001
35.000000,16.000000,16304.000000,-22.000000,-9.000000,-12.000000,-1096.000000,-4676.000000,3661.000000, -62619097, -62619097,-0.034248,0.027766,0.024747,0.999678,-0.017292,0.013668,0.012608
41.000000,52.000000,16239.000000,-21.000000,-8.000000,-12.000000,-1064.000000,-4778.000000,3847.000000, -62618996, -62618995,-0.035194,0.028388,0.025937,0.999657,-0.017777,0.013962,0.013215
7.000000,74.000000,16235.000000,-21.000000,-8.000000,-13.000000,-1161.000000,-4881.000000,4127.000000, -62618894, -62618894,-0.036161,0.029020,0.027130,0.999636,-0.018273,0.014261,0.013823
59.000000,46.000000,16287.000000,-21.000000,-8.000000,-12.000000,-1032.000000,-4812.000000,3723.000000, -62618793, -62618792,-0.036971,0.029627,0.028355,0.999615,-0.018691,0.014547,0.014447
37.000000,58.000000,16245.000000,-22.000000,-8.000000,-13.000000,-1096.000000,-4744.000000,3816.000000, -62618691, -62618690,-0.037732,0.030078,0.029581,0.999595,-0.019083,0.014755,0.015069
3.000000,42.000000,16326.000000,-20.000000,-8.000000,-11.000000,-1290.000000,-4881.000000,3847.000000, -62618589, -62618589,-0.038466,0.030541,0.030775,0.999576,-0.019462,0.014969,0.015676
