-553.000000,20.000000,30341.000000,-21.000000,-9.000000,-13.000000,-1239.000000,1166.000000,2996.000000, 901324167, 901324168,0.008642,-0.001791,-0.002211,0.999990,0.004320,-0.000900,-0.001102
-541.000000,-192.000000,30439.000000,-22.000000,-7.000000,-12.000000,-1320.000000,1030.000000,2968.000000, 901324269, 901324270,0.005630,-0.003348,-0.003348,0.999993,0.002812,-0.001679,-0.001669
-525.000000,-176.000000,30238.000000,-21.000000,-10.000000,-12.000000,-1266.000000,1139.000000,3106.000000, 901324371, 901324371,0.002788,-0.004806,-0.004482,0.999994,0.001389,-0.002406,-0.002238
-389.000000,-220.000000,30372.000000,-21.000000,-9.000000,-12.000000,-1212.000000,895.000000,2968.000000, 901324472, 901324473,0.000211,-0.006185,-0.005594,0.999991,0.000097,-0.003093,-0.002797
-413.000000,-329.000000,30463.000000,-21.000000,-7.000000,-11.000000,-1131.000000,1139.000000,2968.000000, 901324573, 901324574,-0.002264,-0.007358,-0.006715,0.999987,-0.001144,-0.003675,-0.003362
-385.000000,-36.000000,30431.000000,-22.000000,-8.000000,-12.000000,-1212.000000,1139.000000,2913.000000, 901324675, 901324676,-0.004591,-0.008525,-0.007851,0.999981,-0.002312,-0.004254,-0.003935
-453.000000,-204.000000,30439.000000,-21.000000,-7.000000,-12.000000,-1158.000000,1166.000000,2996.000000, 901324776, 901324777,-0.006654,-0.009602,-0.009020,0.999973,-0.003349,-0.004786,-0.004526
-425.000000,-60.000000,30408.000000,-20.000000,-6.000000,-11.000000,-1347.000000,1112.000000,2941.000000, 901324878, 901324879,-0.008561,-0.010520,-0.010136,0.999964,-0.004307,-0.005238,-0.005090
-505.000000,-280.000000,30333.000000,-22.000000,-8.000000,-11.000000,-1131.000000,1030.000000,2913.000000, 901324979, 901324980,-0.010417,-0.011468,-0.011289,0.999954,-0.005241,-0.005704,-0.005674
-541.000000,-168.000000,30273.000000,-22.000000,-8.000000,-11.000000,-1158.000000,1112.000000,2996.000000, 901325081, 901325082,-0.012177,-0.012388,-0.012426,0.999943,-0.006127,-0.006156,-0.006250
-366.000000,-168.000000,30491.000000,-22.000000,-8.000000,-12.000000,-1131.000000,1139.000000,2968.000000, 901325182, 901325183,-0.013772,-0.013255,-0.013532,0.999931,-0.006930,-0.006580,-0.006811
-381.000000,-120.000000,30424.000000,-21.000000,-8.000000,-11.000000,-1266.000000,949.000000,2913.000000, 901325284, 901325284,-0.015275,-0.013888,-0.014592,0.999920,-0.007688,-0.006888,-0.007348
-557.000000,-60.000000,30333.000000,-23.000000,-9.000000,-10.000000,-1158.000000,1057.000000,2803.000000, 901325385, 901325386,-0.016652,-0.014570,-0.015701,0.999908,-0.008383,-0.007219,-0.007911
-473.000000,-108.000000,30305.000000,-21.000000,-8.000000,-11.000000,-1212.000000,1085.000000,3023.000000, 901325487, 901325487,-0.017948,-0.015270,-0.016810,0.999895,-0.009038,-0.007559,-0.008473
-389.000000,-124.000000,30273.000000,-21.000000,-9.000000,-12.000000,-1320.000000,1085.000000,3106.000000, 901325588, 901325589,-0.019104,-0.015959,-0.017974,0.999882,-0.009623,-0.007893,-0.009062
-409.000000,-144.000000,30111.000000,-21.000000,-7.000000,-11.000000,-1024.000000,1030.000000,2913.000000, 901325690, 901325690,-0.020195,-0.016493,-0.019101,0.999869,-0.010175,-0.008149,-0.009633
-465.000000,-40.000000,30447.000000,-20.000000,-8.000000,-11.000000,-1293.000000,922.000000,2996.000000, 901325791, 901325792,-0.021174,-0.017026,-0.020257,0.999856,-0.010672,-0.008405,-0.010217
-429.000000,-128.000000,30321.000000,-21.000000,-8.000000,-12.000000,-1212.000000,1139.000000,2913.000000, 901325892, 901325893,-0.022082,-0.017571,-0.021377,0.999842,-0.011134,-0.008667,-0.010784
-461.000000,-168.000000,30309.000000,-20.000000,-8.000000,-11.000000,-1077.000000,1383.000000,2968.000000, 901325994, 901325995,-0.022957,-0.018056,-0.022535,0.999829,-0.011579,-0.008897,-0.011370
-457.000000,-32.000000,30435.000000,-20.000000,-9.000000,-12.000000,-1024.000000,1139.000000,3023.000000, 901326095, 901326096,-0.023742,-0.018505,-0.023678,0.999815,-0.011979,-0.009110,-0.011947
-477.000000,-192.000000,30337.000000,-22.000000,-8.000000,-12.000000,-1158.000000,1166.000000,3133.000000, 901326197, 901326198,-0.024497,-0.018866,-0.024844,0.999802,-0.012364,-0.009279,-0.012536
-393.000000,-108.000000,30479.000000,-20.000000,-8.000000,-11.000000,-1347.000000,1166.000000,3133.000000, 901326299, 901326299,-0.025237,-0.019309,-0.025957,0.999788,-0.012742,-0.009489,-0.013098
-509.000000,-244.000000,30447.000000,-20.000000,-8.000000,-12.000000,-1266.000000,1193.000000,2968.000000, 901326400, 901326401,-0.025958,-0.019659,-0.027103,0.999774,-0.013110,-0.009652,-0.013677
-465.000000,-80.000000,30305.000000,-21.000000,-8.000000,-13.000000,-1158.000000,976.000000,2941.000000, 901326502, 901326503,-0.026562,-0.019983,-0.028314,0.999760,-0.013420,-0.009801,-0.014287
-521.000000,-168.000000,30356.000000,-20.000000,-8.000000,-12.000000,-1077.000000,1085.000000,2968.000000, 901326603, 901326604,-0.027098,-0.020251,-0.029463,0.999746,-0.013696,-0.009924,-0.014866
-429.000000,-184.000000,30471.000000,-21.000000,-8.000000,-13.000000,-1293.000000,1247.000000,2858.000000, 901326705, 901326706,-0.027645,-0.020553,-0.030596,0.999732,-0.013977,-0.010063,-0.015437
