37,147,60
46,149,60
45,148,62
43,150,62
46,149,60
43,155,57
44,149,46
44,149,49
48,144,53
45,150,62
45,146,64
45,148,62
46,149,56
43,150,57
48,153,56
46,140,60
57,142,56
60,149,56
55,149,60
52,148,50
50,146,57
48,142,60
53,142,56
55,147,56
56,143,52
53,147,60
59,143,57
59,146,59
64,147,53
62,151,56
65,150,52
56,146,52
60,142,53
55,147,44
56,143,47
57,147,46
56,146,52
60,142,49
55,144,51
59,146,47
60,133,46
61,134,54
64,135,49
68,130,54
68,134,45
65,132,43
67,138,46
65,132,57
63,136,54
62,131,44
71,138,49
64,138,49
57,140,51
61,139,54
63,141,50
53,142,53
56,139,52
52,139,50
57,147,49
57,133,53
63,143,50
55,140,46
62,135,53
61,132,52
67,135,56
57,135,51
51,138,51
55,147,51
56,136,52
56,139,50
53,147,49
59,146,43
57,140,46
61,139,52
57,138,51
57,138,51
53,138,41
54,141,47
52,139,50
56,141,52
54,136,50
54,136,52
51,135,41
59,125,47
60,131,53
59,134,47
61,127,52
62,124,51
57,133,49
56,134,50
63,132,52
57,131,53
55,131,49
55,140,46
61,136,43
59,132,43
63,127,45
60,131,51
59,132,50
61,132,43
54,134,45
52,125,47
45,127,43
52,132,40
52,130,47
55,138,49
55,131,44
55,133,44
52,132,40
47,134,45
53,138,49
50,130,54
42,128,51
50,132,45
51,131,44
50,123,54
46,122,58
48,128,56
45,127,50
45,125,50
38,120,50
44,117,51
44,122,46
40,125,50
36,120,47
38,118,47
44,117,51
35,117,44
35,124,51
35,119,53
38,127,54
37,124,51
29,114,47
37,119,51
34,116,50
40,120,54
43,116,52
46,122,53
50,118,47
44,115,51
42,117,58
47,111,59
45,109,57
45,114,52
46,112,49
45,109,54
44,112,63
45,118,57
50,111,62
47,118,62
54,116,64
52,120,62
52,118,66
57,124,68
57,124,63
57,126,75
57,115,70
51,126,60
55,135,65
46,138,68
46,126,75
40,139,71
42,131,68
44,126,65
45,132,59
45,125,64
42,128,53
36,130,57
44,131,58
39,126,56
40,120,54
45,120,62
40,116,57
46,117,58
50,116,52
46,110,60
51,112,58
